FE Rotation (°),IE Rotation (°),VV Rotation (°),AP Translation (mm),ML Translation (mm),SI Translation (mm),Fx (N),Fy (N),Fz (N),Mx (Nm),My (Nm),Mz (Nm)
16,5.3535565088,-4.6619926528,2.591389639552,-4.219864453125,18.264,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
16.25,5.40412479382324,-4.67318590100098,2.61552218219482,-4.23930394,18.353,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
16.5,5.45363860222187,-4.68416672794063,2.63917680173419,-4.258552391875,18.442,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
16.75,5.50210909217012,-4.69493830272285,2.66236463896151,-4.27761078,18.531,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
17,5.54954736555,-4.70550377205,2.685096755947,-4.296480075625,18.62,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
17.25,5.59596446795137,-4.71586626022285,2.70738413603964,-4.31516125,18.7089999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
17.5,5.64137138867187,-4.72602886914063,2.72923768386719,-4.333655274375,18.7979999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
17.75,5.68577906071699,-4.73599467830098,2.7506682253362,-4.35196312,18.8869999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
18,5.7291983608,-4.7457667448,2.771686507632,-4.370085758125,18.9759999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
18.25,5.77164010934199,-4.75534810333223,2.7923031992187,-4.38802416,19.0649999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
18.5,5.81311507047188,-4.76474176619063,2.81252888983919,-4.405779296875,19.1539999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
18.75,5.85363395202637,-4.7739507232666,2.83237409051514,-4.42335214,19.2429999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
19,5.89320740555,-4.78297794205,2.851849233547,-4.440743660625,19.3319999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
19.25,5.93184602629512,-4.7918263676291,2.87096467251401,-4.45795483,19.4209999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
